"ID","SEM_TRATADAS","DIST_SURCOS","DIST_PLANTAS","COLOR_ENDOSPERMO","CULT_ANT","DRENAJE","POBLACION_20DIAS","TIPO_MATERIAL","ALMACENAMIENTO_FINCA","ContMalQui","ContPlaQui","CanFerQui","PENDIENTE","PH","MAT_ORGANICA","DRE_INTERN","PROF_EFEC","PText","Temp_Max_Avg_Veg","Temp_Min_Avg_Veg","Temp_Avg_Veg","Diurnal_Range_Avg_Veg","Sol_Ener_Accu_Veg","Rain_Accu_Veg","Rain_10_Freq_Veg","Temp_Min_15_Freq_Veg","Rhum_Avg_Veg","Rhum_sd_Veg","Temp_Max_Avg_For","Temp_Min_Avg_For","Temp_Avg_For","Diurnal_Range_Avg_For","Sol_Ener_Accu_For","Rain_Accu_For","Rain_10_Freq_For","Temp_Min_15_Freq_For","Rhum_Avg_For","Rhum_sd_For","Temp_Max_Avg_Mad","Temp_Min_Avg_Mad","Temp_Avg_Mad","Diurnal_Range_Avg_Mad","Sol_Ener_Accu_Mad","Rain_Accu_Mad","Rain_10_Freq_Mad","Temp_Min_15_Freq_Mad","Rhum_Avg_Mad","Rhum_sd_Mad","TotN","Totp","Totk","RDT"
"2852","SI",0.85,0.16,"Amarillo","Arroz","VERDADERO",71600,"OGM","NO",3,2,6,1.8,6,"MEDIA","BUENO",34,"A",36.61248185,22.48395007,29.54821596,14.12853178,35181.9818,4.6,0,0,69.90639254,8.484335449,37.66455839,22.10526316,29.88491077,15.55929523,20894.18094,1,0,0,65.4582984,7.191705717,39.70394573,23.49825454,31.60110014,16.20569119,14603.08371,0.5,0,0,56.84208189,8.439679423,138,40,80,3000
"2853","SI",0.85,0.16,"Amarillo","Arroz","VERDADERO",72100,"OGM","NO",2,1,6,1.7,6,"MEDIA","BUENO",64,"AF",36.36619143,22.56769456,29.46694299,13.79849687,35111.02025,12.5,0,0,70.38028231,7.956233848,37.11718997,22.20350877,29.66034937,14.9136812,20429.02304,1,0,0,67.55860351,7.766406758,39.8503522,23.40263158,31.62649189,16.44772062,14213.93905,0.2,0,0,56.00558144,7.518971256,138,40,80,1800
"2854","SI",0.85,0.16,"Amarillo","Arroz","VERDADERO",75000,"OGM","NO",2,2,6,1.8,6,"BAJA","LENTO A MUY LENTO",30,"Ar",35.59309089,23.53939537,29.56624313,12.05369552,35449.03544,12,0,0,68.75108191,9.359454598,35.92519435,22.44736842,29.18628139,13.47782593,19734.02169,1.3,0,0,72.7738233,7.860089113,38.29134671,22.33243243,30.31188957,15.95891428,13551.4728,0.6,0,0,62.51195078,6.839049479,138,40,80,3000
"2855","NO",0.85,0.16,"Blanco","Arroz","VERDADERO",72000,"Hibrido","NO",4,2,6,1.7,7,"MEDIA","BUENO",37,"A",35.79370645,23.39858006,29.59614325,12.39512639,35304.14813,12.1,0,0,68.88305197,9.320746517,36.12570844,22.42631579,29.27601211,13.69939265,19629.45081,1.4,0,0,71.80002774,8.27055564,38.61524078,22.42972973,30.52248525,16.18551105,13844.79613,0.5,0,0,61.18422306,8.50226137,186,18,18,6500
"2927","NO",0.8,0.16,"Amarillo","Arroz","VERDADERO",72000,"OGM","NO",2,2,4,1.8,6,"MEDIA","BUENO",66,"FA",34.76108519,24.02623993,29.39366256,10.73484525,35660.86583,13.3,0,0,69.01354154,9.74387179,35.49033965,22.80216824,29.14625395,12.68817141,20023.23604,11.5,0,0,74.83176104,6.434350052,38.35890511,22.5442623,30.4515837,15.81464282,22152.94296,1.1,0,0,61.873779,7.57907378,110,58,18,5800
"2929","SI",0.8,0.16,"Blanco","Arroz","VERDADERO",72000,"OGM","NO",1,2,6,1.8,7,"MEDIA","BUENO",40,"A",34.9403012,23.81356545,29.37693333,11.12673575,35322.56751,12.9,0,0,69.01134607,9.706472977,35.5616437,22.63629602,29.09896986,12.92534769,19584.99678,4,0,0,74.28670653,6.86749024,38.17511776,22.2804878,30.22780278,15.89462996,15236.23835,0.6,0,0,63.14349317,6.27419843,138,40,120,4500
"2933","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",72000,"OGM","NO",1,3,6,1.7,6,"MEDIA","BUENO",33,"A",35.79370645,23.39858006,29.59614325,12.39512639,35304.14813,12.1,0,0,68.88305197,9.320746517,36.12570844,22.42631579,29.27601211,13.69939265,19629.45081,1.4,0,0,71.80002774,8.27055564,38.78159772,22.6425,30.71204886,16.13909772,15149.23632,0.5,0,0,60.50478133,8.605096442,159,24,52,4500
"2957","NO",0.85,0.16,"Blanco","Arroz","VERDADERO",72000,"OGM","NO",2,2,6,1.7,6,"MEDIA","BUENO",63,"FA",32.05883902,22.48225926,27.27054914,9.576579763,39530.10693,280.4,0.080808081,0,83.16325527,5.894024675,31.92507536,22.29374853,27.10941195,9.631326829,22590.53479,62.6,0.035087719,0,82.5864891,6.606456151,33.53825971,22.03159304,27.78492638,11.50666667,19332.20117,75.6,0.066666667,0,76.13460815,6.933808856,184,40,60,4000
"2961","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",71000,"OGM","NO",3,3,6,1.8,6,"BAJA","LENTO A MUY LENTO",40,"FA",37.2396898,22.54848485,29.89408732,14.69120495,35565.43354,1.9,0,0,67.11028115,10.01055543,38.5016353,22.63684211,30.5692387,15.86479319,21069.67023,0.7,0,0,61.67238388,7.75960757,39.51329278,23.73241913,31.62285596,15.78087365,14376.55663,2.3,0,0,58.58791439,8.881515435,146,18,78,4000
"2969","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",71000,"Hibrido","NO",2,2,4,1.8,7,"MEDIA","BUENO",42,"FAr",34.9403012,23.81356545,29.37693333,11.12673575,35322.56751,12.9,0,0,69.01134607,9.706472977,35.5616437,22.63629602,29.09896986,12.92534769,19584.99678,4,0,0,74.28670653,6.86749024,38.17511776,22.2804878,30.22780278,15.89462996,15236.23835,0.6,0,0,63.14349317,6.27419843,116,58,18,4000
"2971","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",73000,"OGM","NO",2,2,7,1.7,6,"MEDIA","BUENO",67,"FrL",32.62864318,22.13080854,27.37972586,10.49783464,40668.14214,109,0.04040404,0,79.71515071,7.530144137,33.18515353,21.84831142,27.51673248,11.33684211,24058.9389,47.2,0.035087719,0,75.85468859,6.311694681,34.19164782,22.59164782,28.39164782,11.6,21635.01462,105.2,0.0625,0,75.42721767,7.250899821,184,80,40,6000
"2972","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",72000,"OGM","NO",2,3,7,1.7,7,"MEDIA","BUENO",67,"FA",32.68427544,22.11371353,27.39899448,10.57056191,40876.49416,138.2,0.050505051,0,79.52271263,7.795600335,33.33939701,21.89904614,27.61922158,11.44035088,24009.01895,76,0.052631579,0,75.92873872,6.432279114,34.29053114,22.72601501,28.50827308,11.56451613,14019.48388,65.6,0.064516129,0,74.5067809,7.226888247,184,80,40,4000
"2973","NO",0.85,0.16,"Amarillo","Arroz","VERDADERO",73000,"OGM","NO",3,4,5,1.8,6,"MEDIA","BUENO",33,"A",35.85914005,23.24863957,29.55388981,12.61050048,35293.75136,12.3,0,0,69.31957873,9.225498296,36.29588388,22.44561404,29.37074896,13.85026984,19992.46516,1.6,0,0,70.77940099,8.402564386,39.2161929,22.69756098,30.95687694,16.51863192,15358.088,0.3,0,0,58.95739054,8.41793024,125,40,40,4500
